country,politician,revid,quality
Australia,Prue Sibree,771191172,Stub
Australia,Lindsay Simmons,759446289,Start
Australia,Fiona Simpson,781572810,Start
Australia,Christine Smith (politician),785078850,Start
Australia,Sue Smith (politician),757763422,Start
Australia,Tarnya Smith,802305771,Start
Australia,Judy Spence,793240078,Stub
Australia,Joyce Steele,757007724,Start
Australia,Lea Stevens,757007787,Stub
Australia,Jessica Stojkovski,764509091,C
Australia,Barbara Stone,759310530,Stub
Australia,Natasha Stott Despoja,757007954,Stub
Australia,Karen Struthers,805872403,C
Australia,Jann Stuckey,757336842,Stub
Australia,Natalie Suleyman,759318228,C
Australia,Carryn Sullivan,773093102,Start
Australia,Denise Swan,748886959,Start
Australia,Helen Szuty,763459468,Start
Australia,Sally Talbot,759981591,Start
Australia,Marie Tehan,788629953,Stub
Australia,Gay Thompson,788372187,Start
Australia,Marsha Thomson,781759360,Start
Australia,Kerrie Tucker,748889147,Start
Australia,Selena Uibo,757008201,Start
Australia,June van de Klashorst,796926986,Start
Australia,Rosemary Varty,783095896,Start
Australia,Grace Vaughan,778699993,C
Australia,Heidi Victoria,802730618,Stub
Australia,Lynda Voltz,806174039,C
Australia,Lynne Walker (politician),782308585,Stub
Australia,Sue Walker,802956115,Start
Australia,Anne Warner (politician),757008407,Start
Australia,Mary Jane Warnes,757337468,Start
Australia,Giz Watson,759310262,Start
Australia,Judyth Watson,749583234,Start
Australia,Rebecca White,718862113,Stub
Australia,Trish White,795593770,C
Australia,Mary Willey,799534078,Start
Australia,Gabrielle Williams,782782113,Start
Australia,Leslie Williams (politician),788754652,C
Australia,Naomi Wilson,801006810,C
Australia,Sabine Winton,790767431,Start
Australia,Rosalie Woodruff,802690975,Start
Australia,Mary Wooldridge,805767866,Start
Australia,Janet Woollard,741068349,Start
Australia,Kate Worden,777746975,Stub
Australia,Lorraine Wreford,776294794,Start
Australia,Paula Wriedt,793984032,Start
Australia,Alison Xamon,757008709,Stub
Australia,Carmel Zollo,770710250,Start
Australia,Percy Brookfield,757008722,Stub
Australia,Ivens Buffett,757008759,Start
Australia,Hyman Goldstein (politician),804300300,Start
Australia,John Newman (Australian politician),753031014,Start
Australia,Albert Whitford (politician),798894545,C
Australia,Brian Austin,788671700,C
Australia,Frederick Baglin,789817568,C
Australia,Brian Burke (Australian politician),782658257,C
Australia,Graham Burkett,774650936,Start
Australia,Arthur Chesterfield-Evans,801387088,GA
Australia,Michael Cobb,781755056,Stub
Australia,Bill D'Arcy,776104428,Start
Australia,Frank De Stefano,806137350,C
Australia,Scott Driscoll,783027409,Start
Australia,Richard Face,799547411,C
Australia,Bernard Finnigan,777157698,C
Australia,Frank Ford (Australian politician),756993544,C
Australia,Billy Gordon,796496260,Start
Australia,Pauline Hanson,803930177,FA
Australia,John Marquis Hopkins,763320961,Start
Australia,Rex Jackson,801602530,GA
Australia,Beasley Kearney,784743407,C
Australia,Don Lane (politician),794768218,Stub
Australia,Thomas Ley,766844376,Start
Australia,Ian Macdonald (New South Wales politician),684542057,Start
Australia,Terry Martin (politician),784261765,GA
Australia,Barry Morris,757912865,Start
Australia,Geoff Muntz,784702486,Start
Australia,Phuong Ngo,803752129,C
Australia,Gordon Nuttall,749972926,Stub
Australia,Eddie Obeid,798359407,Start
Australia,Ray O'Connor,768042838,C
Australia,Milton Orkopoulos,799537570,Start
Australia,Tony Packard,805867726,Start
Australia,Karyn Paluzzano,785896838,C
Australia,David Parker (Australian politician),784686381,Start
Australia,Wayde Smith,797503500,C
Australia,Adem Somyurek,801413608,C
Australia,Andrew Theophanous,757677110,C
Australia,Craig Thomson (politician),757677184,Start
Australia,Keith Wright (Australian politician),806113776,B
Australia,List of LGBTI holders of political offices in Australia,798346879,C
Australia,Andrew Barr,787358271,C
Australia,Neal Blewett,736970090,C
Australia,Mark Brindal,759487224,Stub
Australia,Bob Brown,785344805,GA
Australia,Neil Brown (Australian politician),798148585,C
Australia,David Campbell (Australian politician),781948659,Start
Australia,Stephen Dawson (politician),800961707,C
Australia,Tony Doyle (politician),756430497,Start
Australia,Don Dunstan,773954530,Start
Australia,Michael Egan (Australian politician),739532494,Stub
Australia,Trevor Evans (politician),800063246,C
Australia,Alex Greenwich,803726851,GA
Australia,Brian Greig,806001152,FA
Australia,Don Harwin,756998361,Start
Australia,Julian Hill,801451580,C
Australia,Ian Hunter (politician),806069913,GA
Australia,John Hyde (Australian state politician),806059719,B
Australia,Carl Katter,806174171,B
Australia,Shayne Mallard,788756071,Start
Australia,Kathleen Maltzahn,748894956,Start
Australia,Brian McGahen,803782080,C
Australia,Paul O'Grady (politician),797644545,C
Australia,Andrew Olexander,772092345,Start
Australia,Chansey Paech,799358863,Start
Australia,Mark Pearson (politician),800560092,GA
Australia,Louise Pratt,805579333,GA
Australia,Janet Rice,804013866,C
Australia,Penny Sharpe,763052301,Stub
Australia,Harriet Shing,806053275,FA
Australia,Robert Simms (politician),774868532,Stub
Australia,Gary Singer,773093939,C
Australia,Dean Smith (Australian politician),756996624,C
Australia,Chris Steel,801065006,C
Australia,Helen Westwood,806069776,FA
Australia,Tim Wilson (Australian politician),805999624,GA
Australia,Penny Wong,803415510,GA
Australia,Trent Zimmerman,757000328,Start
Australia,Template:Deputy Prime Ministers of Australia,800598719,C
Australia,Template:Prime Ministers of Australia,800514552,C
Australia,Tony Abbott,803729220,C
Australia,Edmund Barton,806007058,GA
Australia,Stanley Bruce,781611506,Start
Australia,Ben Chifley,787200816,C
Australia,Joseph Cook,757591901,C
Australia,John Curtin,805999716,GA
Australia,Alfred Deakin,783605831,Start
Australia,Arthur Fadden,806179081,B
Australia,Andrew Fisher,779776097,C
Australia,Frank Forde,803098285,Start
Australia,Malcolm Fraser,805290733,GA
Australia,Julia Gillard,787567664,Start
Australia,John Gorton,801484432,C
Australia,Bob Hawke,805896023,FA
Australia,Harold Holt,800892443,Start
Australia,John Howard,803094252,GA
Australia,Billy Hughes,794144450,C
Australia,Paul Keating,793657296,Start
Australia,Joseph Lyons,805999663,GA
Australia,John McEwen,721381576,Stub
Australia,William McMahon,806063472,Stub
Australia,Robert Menzies,795921784,Start
Australia,Earle Page,800872008,Start
Australia,George Reid,774718892,C
Australia,Kevin Rudd,796674499,Start
Australia,James Scullin,793205378,Start
Australia,Malcolm Turnbull,793232711,Start
Australia,Chris Watson,805483911,Start
Australia,Gough Whitlam,806001229,GA
Australia,Book:Australian Prime Ministers,805898536,B
Australia,John Alexander (Australian politician),798746498,C
Australia,Darrel Baldock,801491276,C
Australia,Frank Beaurepaire,757000141,Stub
Australia,Tony Benneworth,805578643,C
Australia,Cory Bernardi,803740958,C
Australia,Gilbert Chandler,768809992,Start
Australia,Ric Charlesworth,779749177,C
Australia,Bob Cheek,797734309,C
Australia,Don Chipp,805246247,GA
Australia,Geoff Clark (politician),799428987,Start
Australia,Ron Clarke,806153108,FA
Australia,Michael Cleary (rugby),764819014,C
Australia,Phil Cleary,739022102,Start
Australia,Morton Cohen (politician),760605084,C
Australia,Percy Colquhoun,803727662,FA
Australia,Dexter Davies,806165490,Start
Australia,Brian Davison (cricketer),794769695,Start
Australia,Hugh Delahunty,797318162,C
Australia,John Devine (Australian rules footballer),775816502,Start
Australia,Brian Dixon,777024091,C
Australia,Jerry Dolan,806006147,FA
Australia,Damian Drum,737793457,Start
Australia,Charles Eady,806283787,GA
Australia,Pat Farmer,781080016,C
Australia,Tom Fox (politician),798707326,C
Australia,Alexander Fraser (Australian politician),799819846,Stub
Australia,John Galbally,787394470,C
Australia,Albert Gardiner,767951837,C
Australia,Paul Gibson (politician),743562047,C
Australia,Allan Grice,756999123,C
Australia,Ray Groom,792050981,C
Australia,Peter Hall (politician),804792001,C
Australia,Jim Handby,795878995,C
Australia,James Hegney,805999503,B
Australia,Ernest Henty,801706177,GA
Australia,Mac Holten,806165505,C
Australia,Mike Horan,764937924,Start
Australia,Ross Hutchinson,801002564,Start
Australia,James Kennedy (Australian politician),775187780,Start
Australia,Wilfrid Kent Hughes,803887090,GA
Australia,Walter Kingsmill,680981536,Stub
Australia,Gil Langley,801242038,Stub
Australia,Edward Larkin,806179879,GA
Australia,Glenn Lazarus,774678532,Start
Australia,Sam Loxton,774396246,Start
Australia,Justin Madden,791448632,Start
Australia,Tim Mander,736450802,Stub
Australia,Arthur Marshall (politician),800909953,Start
Australia,Alick McCallum,797811728,Start
Australia,Bill McGrath,804969697,Start
Australia,Ian McLachlan,801046547,Start
Australia,Tom McNeil,795907529,C
Australia,Ray McPharlin,804691755,Start
Australia,Bob Miller (Australian politician),804044992,Start
Australia,Frederick Monger,799702724,C
Australia,William Moule,804185264,Start
Australia,Chris Natt,791394894,C
Australia,Frederic North,757433253,C
Australia,Joseph O'Carroll,800999683,C
Australia,Hubert Opperman,786725902,Start
Australia,Paul Osborne,803810502,GA
Australia,Nova Peris,799730711,Start
Australia,Bruce Pie,775766814,Stub
Australia,Maurice Rioli,787795627,Start
Australia,Kevin Ryan (rugby),805672234,B
Australia,Maurie Sheehy,783703342,C
Australia,Glen Sheil,791481044,Stub
Australia,Jack Simpson (politician),794865154,C
Australia,Charles Sladen,767932176,C
Australia,Trevor Sprigg,805729953,GA
Australia,Frank Stewart,798043857,Start
Australia,Bill Sykes,757676647,C
Australia,Murray Thompson,806018412,C
Australia,Rex Townley,806163889,Start
Australia,Neil Trezise,806211080,Start
Australia,Mick Veivers,788187958,C
Australia,Tom Veivers,784881558,Start
Australia,Terry Waldron,775990965,C
Australia,Jim Wilkinson (Australian politician),799897575,Start
Australia,Anthony Albanese,802274785,C
Australia,Marie Bashir,801955705,C
Australia,Zara Bate,742187877,Stub
Australia,Florence Bjelke-Petersen,799928482,C
Australia,Joh Bjelke-Petersen,802999188,FA
Australia,Doris Blackburn,800780853,Start
Australia,Maurice Blackburn,767971910,Start
Australia,Helena Carr,764939807,GA
Australia,Michael Coutts-Trotter,774121992,Start
Australia,Mary Cramer,798734843,Start
Australia,John Della Bosca,803566248,Start
Australia,Michael Easson,800556769,Start
Australia,Rick Farley,801015361,C
Australia,Al Grassby,792424148,C
Australia,Kathryn Greiner,747826568,Start
Australia,Nick Greiner,789811987,Stub
Australia,Eliza Grey,744086722,Start
Australia,Bob Hogg,801015240,C
Australia,Steve Hutchins,748910017,Start
Australia,Michael McHugh,800998400,Start
Australia,David Morgan (businessman),793192466,C
Australia,Jocelyn Newman,786955175,Start
Australia,Kevin Newman (politician),757669038,Stub
Australia,Elaine Nile,799200457,C
Australia,Fred Nile,728300146,Start
Australia,Susan Renouf,794767765,Stub
Australia,Carmel Tebbutt,801290127,C
Australia,Carla Zampatti,786865174,C
Australia,John Adamson (Queensland politician),764265946,Stub
Australia,Eben Allen,742512546,Start
Australia,Robert Booth (Australian politician),804156012,C
Australia,Frank Broun,764729684,Start
Australia,Samuel McConnell Brown,759129423,Start
Australia,Bob Collins (politician),774628332,Start
Australia,Geoffrey Cox (Australian politician),756850089,Start
Australia,Harold Edward Elliott,737724268,C
Australia,Moses Gabb,738447714,Start
Australia,Adam Lindsay Gordon,799212907,FA
Australia,George Feltham Hopkins,757433215,Start
Australia,George Hubble,776901246,Start
Australia,Bertie Johnston,776903234,Stub
Australia,Garry Kelly,789864330,Start
Australia,Arnold Piesse,786272877,C
Australia,Edmund Piesse,736658064,Stub
Australia,George Pollock (Australian politician),791085336,Start
Australia,Charles Rappolt,791266371,Start
Australia,John Stewart (Western Australian politician),775426660,GA
Australia,Greg Wilton,804804729,C
Australia,Template:Australia-politician-stub,750398357,Stub
Australia,Template:Australia-activist-stub,784854444,C
Australia,Template:Australia-diplomat-stub,740205548,Stub
Australia,Robert Palmer Abbott,737963880,Stub
Australia,Roy Abbott,737795405,Stub
Australia,Arthur A'Beckett,718862093,Stub
Australia,Cornelius Ahern,757389096,Start
Australia,William Alderson,790146377,Stub
Australia,John Alexander (New South Wales colonial politician),791366554,Start
Australia,Ernest Allen (Australian politician),748892404,Stub
Australia,Peter Allen (Australian politician),754952015,Stub
Australia,Russell Anderson (politician),535415787,Stub
Australia,William Anderson (Australian politician born 1853),541017284,Stub
Australia,Kent Andrew,508253799,Stub
Australia,Liz Andrew,737671042,Stub
Australia,William Angus (Australian politician),788338278,Stub
Australia,John Annear (politician),789633470,Stub
Australia,Edward Alfred Anstey,796526625,Stub
Australia,June Appleby,737718017,Stub
Australia,Compton Archer,737718714,Stub
Australia,Dick Archer,737719231,Stub
Australia,Edward Archer (politician),773263641,Stub
Australia,James C. Archer,737720134,Stub
Australia,Frank Arkell,751522671,Start
Australia,Rosemary Armitage,774650494,Start
Australia,Robert Armstrong (Australian politician),757669448,Stub
Australia,William Armstrong (Australian politician),801995393,Start
Australia,Peter Arnold (politician),748228490,Start
Australia,William Ashford (Australian politician),773537196,Stub
Australia,James Ashton (politician),737725187,Stub
Australia,Thomas Ashworth,723424253,Stub
Australia,Henry Badgery,720690275,Stub
Australia,Ray Bailey,749572200,Stub
Australia,Matthew Baird (politician),749572014,Stub
Australia,Richard Baker (Victorian politician),776906619,Stub
Australia,Steve Balch,720687850,Stub
Australia,Tim Baldwin,720694772,Stub
Australia,Milton Ballantyne,700355034,Stub
Australia,Don Banfield,767458715,Stub
Australia,Howard Barber,756995848,Start
Australia,Robert Barbour (New South Wales politician),737793303,Stub
Australia,Robert Barbour (Victorian politician),805252877,Start
Australia,Claude Barker,786861459,Start
Australia,David Barr (politician),775355022,Start
Australia,Robert Barr (Australian politician),782983618,Stub
Australia,John Bartholomew (Australian politician),720635361,Stub
Australia,Martin Basedow,698345894,Stub
Australia,William Batchelor,787030599,Stub
Australia,Henry Bate (politician),720695609,Stub
Australia,William Bates (Australian politician),756997535,Stub
Australia,Matthew Battersby,737963731,Stub
Australia,Alexander Baxter,720686788,Stub
Australia,Arthur Beck,743700475,Stub
Australia,Joseph Beeston,737795099,Stub
Australia,"Archibald Bell, Sr.",756997544,Stub
Australia,Lex Bell,756989587,Stub
Australia,Robert Bell (Australian politician),756023943,Stub
Australia,Albert Bendall,756989608,Start
Australia,George Henry Bennett,748892541,Stub
Australia,William Bennett (Australian politician),793838991,Stub
Australia,Charles Best (politician),720659771,Stub
Australia,Jonathan Best,748892548,Stub
Australia,Percy Best,737971839,Start
Australia,James Bettington,723786775,Stub
Australia,Jack Bice,796898805,Stub
Australia,Marie Bignold,788340977,Stub
Australia,Frederick Birrell,723725628,Stub
Australia,John Birt (politician),737718032,Stub
Australia,Louis Bisdee,748223112,Start
Australia,Harry Black (politician),748403143,Stub
Australia,Ian Black (politician),748403148,Start
Australia,Niel Black,748886480,Stub
Australia,Cuthbert Robert Blackett,794860887,Start
Australia,Edwin Gordon Blackmore,804442602,Stub
Australia,James Blanksby,723733050,Stub
Australia,John Blaxland (politician),749582025,Stub
Australia,James Bligh,723720972,Stub
Australia,Henry Edward Bright,793350796,Stub
Australia,Peter Block (politician),750128975,Stub
Australia,Henry Bloomfield (politician),723733468,Stub
Australia,Ernest Blyth,758400064,Start
Australia,George Bodey,748600884,Stub
Australia,Ross Bohlin,737724865,Stub
Australia,Jason Boles,777793681,Stub
Australia,Henry Bolton (Australian politician),737724955,Stub
Australia,Frank Bond (politician),784722803,Stub
Australia,Fred Book,804318882,Stub
Australia,Mark Boothman,737961548,Start
Australia,Joseph Bosisto,743138345,Stub
Australia,Ron Boswell,737725547,Stub
Australia,David Boundy,749572204,Stub
Australia,Jeff Bourman,788165859,Stub
Australia,James Bowman (surgeon),749572220,Stub
Australia,William Bradley (New South Wales colonial politician),749572230,Stub
Australia,Harry Braid,737631970,Start
Australia,Tony Bramley,759448457,Stub
Australia,Peter Breen (Australian politician),776924226,Stub
Australia,Harold Brennan,800562128,Stub
Australia,Frederick Thomas Brentnall,737962530,Start
Australia,Alby Broadby,792610997,Start
Australia,Edward Broadhurst (politician),793101119,Stub
Australia,John Henry Brooke,715986139,Stub
Australia,Alexander Brown (Australian politician),756995893,Stub
Australia,Charles Brown (Australian politician),699387764,Stub
Australia,Eileen Kampakuta Brown,737963473,Start
Australia,Max Brown (politician),737794542,Stub
Australia,Ron Brown (Australian politician),756994473,Start
Australia,William Brown (Tasmanian politician),757433056,Start
Australia,William Villiers Brown,723705764,Stub
Australia,Ethel Bruce,772571496,Stub
Australia,James Buchanan (New South Wales politician),768188609,Stub
Australia,David Buffett,748892613,Stub
Australia,Alfred Burbury,748892679,Stub
Australia,Frederick Burbury,720694686,Stub
Australia,William Burgess (politician),788341781,Stub
Australia,Alexander Busby (politician),790642370,Start
Australia,William Busby (politician),791274171,Stub
Australia,Gamaliel Butler,770858422,Stub
Australia,Thomas Butler (Australian politician),793652598,Stub
Australia,William Byrnes,759497799,Start
Australia,James John Cadell,757669045,Start
Australia,Thomas Cadell (politician),753434302,Stub
Australia,Brian Cahill,736651409,Stub
Australia,Bev Cains,776920334,Stub
Australia,David Calvert (Australian politician),737720488,Stub
Australia,William Calvert (Australian politician),796168267,Start
Australia,Cyril Cameron,787606404,Stub
Australia,Donald Keith Cameron,794768132,Start
Australia,Doug Cameron (politician),723721162,Stub
Australia,Charles Campbell (New South Wales politician),736650354,Stub
Australia,Donald Campbell (Australian politician),758207069,Start
Australia,William Carey (politician),774648540,Start
Australia,Lloyd Carins,773201395,Start
Australia,Rachel Carling-Jenkins,720686405,Stub
Australia,John Carnie,736650358,Stub
Australia,Victor Carrington,749405329,Stub
Australia,James Carroll (Australian politician),727988401,Start
Australia,Noah Carroll,748404880,Stub
Australia,George Carruthers (politician),797174173,Stub
Australia,Lionel Carter,775178204,Stub
Australia,Reginald Carter (politician),794770038,Start
Australia,Tom Casey (Australian politician),755300546,Stub
Australia,John William Castine,737793251,Start
Australia,John C. Cawood,737793335,Stub
Australia,Roger Chalk,761960589,Start
Australia,James Chapman (Australian politician),786563527,Stub
Australia,Thomas Chataway,773667529,Start
Australia,John Cheek,799470840,Start
Australia,Thomas Cheek (Australian politician),748899723,Stub
Australia,Darryl Chellis,750141582,Stub
Australia,Henry Chesson,761960679,Start
Australia,James Chisholm (politician),756996119,Stub
Australia,Sean Choat,723725650,Stub
Australia,Neville Christian,750142271,Stub
Australia,William Harvie Christie,790971800,Stub
Australia,Charles Clark (Australian politician),737795941,Stub
Australia,Edward Clark (Australian politician),748904652,Start
Australia,George Clark (Queensland politician),748419105,Stub
Australia,Francis Clarke,723733168,Stub
Australia,Henry Clarke (Australian politician),737971872,Stub
Australia,Michael Clarke (Australian politician),748892871,Stub
Australia,Russell Clarke,736650344,Stub
Australia,Barnard Drummond Clarkson,737796595,Stub
Australia,John Clasby,740558089,Stub
Australia,Edward Cleary (Australian politician),768887122,Stub
Australia,John Clemons,788432667,Stub
Australia,Susan Close,723733447,Stub
Australia,Jeff Coates,806238835,Stub
Australia,John Coghill (Australian politician),719026007,Stub
Australia,Cecil Coghlan,725102341,Start
Australia,Stanley Cole (politician),793401486,Stub
Australia,William Cole (Australian politician),799479410,Start
Australia,Edward Coles (Australian politician),801971774,Stub
Australia,Martin Collaton,756995360,Start
Australia,Clement Collins,791960444,Stub
Australia,Denis Collins (politician),761961716,Stub
Australia,George Collins (Australian politician),754923608,Stub
Australia,Edward Collinson,776920854,Stub
Australia,James Comrie (politician),748886449,Stub
Australia,Matt Conlan,748886433,Stub
Australia,William Connell (Australian politician),801543083,Stub
Australia,Ted Connelly,723733320,Stub
Australia,Michael Connington,801384354,Stub
Australia,Alfred Conroy,749494667,Stub
Australia,George Cooke (Australian politician),737961040,Stub
Australia,Jabez Coon,736650372,Stub
Australia,Frederick Cooper (politician),802892575,Stub
Australia,Alan Corbett,794768516,Stub
Australia,Jason Costigan,794769061,Stub
Australia,Arthur Cotton (politician),749405235,Stub
Australia,Barry Coulter,737961829,Stub
Australia,John Coulter (politician),775941480,Stub
Australia,John Coumbe,756995677,Start
Australia,Lionel Courtenay,736650366,Stub
Australia,Edward Cox (Australian politician),776950217,Stub
Australia,Edward King Cox,748404923,Stub
Australia,Owen Cox,788748457,Start
Australia,Sam Cox (Australian politician),737791927,Stub
Australia,Susan Cox,794770946,Stub
Australia,Sid Cramp,801970972,Stub
Australia,Michael Crandon,772440254,Stub
Australia,Cec Creedon,790741948,Stub
Australia,Chris Crewther,756995925,Stub
Australia,David Crisafulli,804649939,Stub
Australia,James Crombie (politician),748899708,Stub
Australia,Edward Crowther (politician),774491632,Stub
Australia,George Cruickshank (Australian politician),782688701,Stub
Australia,William Patrick Cummins,738659139,Stub
Australia,James Curley (Australian politician),793989321,Start
Australia,Reg Curren,800728922,Start
Australia,Elsie Curtin,773709634,Stub
Australia,Arthur Cutts,774663693,Start
Australia,Don Dale,737796615,Stub
Australia,David Dalgleish,748227857,Stub
Australia,David Dalrymple (Australian politician),756994979,Stub
Australia,Daniel Keen Congdon,750136634,Stub
Australia,John Darley (politician),750152254,Start
Australia,Alex Darling,750136649,Stub
Australia,Leonard Darlot,720696491,Stub
Australia,George Davenport (Queensland politician),737673035,Start
Australia,Robert Davidson (Australian politician),736651541,Stub
Australia,Charles Davies (Tasmanian politician),805018408,Start
Australia,Susan Davies,737719056,Stub
Australia,Chris Davis (politician),748223274,Stub
Australia,Ned Davis,711152854,Stub
Australia,Walter Davis (politician),742262467,Stub
Australia,Boyd Dawkins,736651532,Stub
Australia,John Dawson (Australian politician),737723136,Stub
Australia,George Day (Australian politician),778788617,Stub
Australia,William Day (Australian politician),742039265,Start
Australia,Ellis Dean,805162494,Stub
Australia,Dick Dein,737723742,Stub
Australia,Alfred Denison,756548491,Start
Australia,Samuel Dennis,773205887,Stub
Australia,Frederick Derham,773205910,Stub
Australia,Milton Dick,748746184,Stub
Australia,Samuel Dickson (Australian politician),737725208,Stub
Australia,Aaron Dillaway,774650264,Start
Australia,Joseph Dixon (Australian politician),737726228,Stub
Australia,John Dobie,800720562,Start
Australia,Philip Donato,748405160,Stub
Australia,Nick Dondas,748405028,Stub
Australia,Alexander Douglas-Douglas,787864171,Stub
Australia,Henry Douglass,748405207,Stub
Australia,John Dow (Australian politician),740762556,Stub
Australia,Alfred Downward,737792674,Stub
Australia,George Doyle (politician),749573193,Stub
Australia,Henry Doyle (politician),757708437,Start
Australia,Peter Draper,774977793,Stub
Australia,Wayne Dropulich,800075262,Start
Australia,John Gavan Duffy,749585062,Stub
Australia,Oscar Duhst,756994487,Stub
Australia,William Dumaresq,793963955,Stub
Australia,Henry Dumbleton,723510863,Stub
Australia,William Dunbabin,760563015,B
Australia,Fred Duncan,757678732,Stub
Australia,Jim Dunford,778923934,Stub
Australia,Stephen Dunham (politician),756989576,Stub
Australia,Henry Dunks,767515619,Start
Australia,George Dunn (Australian politician),737796455,Stub
Australia,Herbert Dunn (politician),748419056,Stub
Australia,Colin Dunnage,749589982,Stub
Australia,Robert Dunsmure,774498654,Stub
Australia,John Eales (Australian politician),737796635,Stub
Australia,John Eardley-Wimot,737959831,Stub
Australia,Cathy Edwards,737671142,Stub
Australia,Frank Edwards (Australian politician),737671779,Stub
Australia,George Edwards (Australian politician),777793728,Start
Australia,Richard Edwards (Australian politician),774453397,Start
Australia,Thomas Edwards (Australian politician),756997327,Stub
Australia,Mike Elliott (politician),737718096,Stub
Australia,James Ellis (Australian politician),737960483,Stub
Australia,Hastings Elwin,793719856,Stub
Australia,Paddy Embry,756995297,Stub
Australia,Alexander Evans (Australian politician),719026508,Stub
Australia,Paul Everingham,699385095,Stub
Australia,William Faithfull,755820448,Stub
Australia,Frank Farnell,719026372,Stub
Australia,Albrecht Feez,749582139,Stub
Australia,Bill Feldman,794333284,Stub
Australia,William Scott Fell,737722528,Stub
Australia,Arthur Fenton,729712348,Stub
Australia,Charles Fenton,804147118,Stub
Australia,"Charles Fenton, Sr.",737961034,C
Australia,Don Ferguson (South Australian politician),794768528,Stub
Australia,James Ferguson (Australian politician),737723767,Stub
Australia,John Ferguson (Australian politician),736662955,Stub
Australia,George Fewster,759219512,Stub
Australia,Richard Field (politician),748913464,Stub
Australia,Charles Wray Finch,775951833,Stub
Australia,Fred Finch,737725916,Stub
Australia,Col Firmin,720687807,Stub
Australia,John Fischer (politician),775959753,Stub
Australia,Nicholas Fitzgerald (politician),748405213,Stub
Australia,Robert Fitzgerald (pastoralist),794770101,Start
Australia,Tony Fletcher (politician),774462493,Start
Australia,Nicolle Flint,762343695,Start
Australia,Enzo Floreani,757478680,Stub
Australia,George Flowers,786920009,Start
Australia,Bill Flynn (politician),756997492,Stub
Australia,Chris Foley (Australian politician),777945304,Stub
Australia,Frederick Augustus Forbes,787411731,C
Australia,George Forbes (New South Wales politician),774460921,Stub
Australia,Edmund Fosbery,797565719,Start
Australia,Francis Foster (Tasmanian politician),757677954,Start
Australia,William Foster (New South Wales politician),723733071,Stub
Australia,William Fowles,748891869,Stub
Australia,John Frazer (politician),801971271,Stub
Australia,Ernest Freeland,756997590,Stub
Australia,Mike Freelander,749590032,Stub
Australia,William Fullerton (politician),749590053,Stub
Australia,James Gaffney (politician),737971980,Start
Australia,Mike Gaffney,720635203,Stub
Australia,James Gannon (politician),801264456,Stub
Australia,Philip Gardiner,788352231,Stub
Australia,Geoffrey Robert Gardner,793350781,Start
Australia,Richard Geddes,736819541,Stub
Australia,Jon Gee,748223314,Stub
Australia,Peter Georgiou,798996908,Stub
Australia,James Gibb (Australian politician),759769824,Stub
Australia,Clement Giles,778788609,Stub
Australia,James Giles (politician),750128512,Stub
Australia,Ian Gilfillan,736819361,Stub
Australia,George Crosby Gilmore,737723508,Stub
Australia,Ross Ginn,805106378,Stub
Australia,John Godfree,748600952,Stub
Australia,Louis Goldring,759226921,Stub
Australia,Alexander Gordon (Australian politician),805201948,Stub
Australia,John Govett,756997389,Start
Australia,George Graham (New South Wales politician),782171879,Start
Australia,John Grant (Queensland politician),772905061,Start
Australia,Patrick Grant (Australian politician),756996621,Stub
Australia,Frederick Gray (politician),794769395,Stub
Australia,George Gray (Tasmanian politician),775960843,Stub
Australia,John Gray (Australian politician),775368667,Stub
Australia,John Gray (Victorian politician),749582511,Stub
Australia,Catherine Green,763766917,Stub
Australia,Geoffrey Green (politician),756995754,Start
Australia,Richard Green (politician),794770162,Stub
Australia,Thompson Green,720687636,Stub
Australia,Oliver Gregory,754909085,Stub
Australia,Edward Greville,700355073,Stub
Australia,Stirling Griff,781614317,Stub
Australia,Samuel Grimes,724898287,Stub
Australia,Darren Grimwade,738138685,Stub
Australia,Walter Grose,798038859,Start
Australia,Frederick Grubb (politician),750129610,Start
Australia,Henry Gullett (New South Wales politician),737963357,Stub
Australia,Reg Gulley,737794360,Stub
Australia,John Gunn (New South Wales politician),750155448,Stub
Australia,James Hague,791123106,Start
Australia,Charles Hall (Australian politician),757000604,Stub
Australia,Greg Hall (politician),732533634,Start
Australia,Lyall Hall,798859642,Start
Australia,John Hall (New South Wales politician),737794987,Start
Australia,Kevin Hamilton (politician),737794989,Stub
Australia,Walter Hamilton (politician),805201908,Stub
Australia,Mark Hammond (Australian politician),777971229,Stub
Australia,Tim Hammond (politician),794475607,Start
Australia,Louise Hand,774663668,Start
Australia,Ernest Hannaford,786873901,Start
Australia,Ray Hanrahan,754951888,Stub
Australia,Herbert Hardacre,720683310,Start
Australia,William Hardy (Australian politician),749581347,Stub
Australia,Robert Harper (Australian politician),756908656,Stub
Australia,Tom Harris (Australian politician),750136612,Stub
Australia,Frank Hart,737671555,Stub
Australia,Les Hart (politician),760156976,Stub
Australia,Michael Hart (Australian politician),736241073,Stub
Australia,Ross Hart (politician),793677019,Stub
Australia,William Hartnoll,723733139,Stub
Australia,Robert Harvey (Australian politician),737719565,Stub
Australia,John Hathaway (politician),736819500,Stub
Australia,Stephen Hatton,723725667,Stub
Australia,Thomas Hawke,778108835,Stub
Australia,John Hawthorne (politician),736819504,Stub
Australia,James Hayes (Australian politician),776981231,Stub
Australia,Alexander Hean,784795643,Start
