country,politician,revid,quality
Abkhazia,Zurab Achba,802551672,C
Abkhazia,Garri Aiba,774499188,Stub
Abkhazia,Zaur Avidzba,803841397,C
Abkhazia,Raul Eshba,789818648,Start
Abkhazia,Guram Gabiskiria,785284614,Start
Abkhazia,Zakan Jugelia,798644673,Stub
Abkhazia,Zhiuli Shartava,728644481,Stub
Abkhazia,Yuri Voronov,788591677,Start
Abkhazia,Zaur Ardzinba,758713659,C
Abkhazia,Gennadi Berulava,802860970,Start
Abkhazia,Samson Chanba,797469371,GA
Abkhazia,Efrem Eshba,804349394,Start
Abkhazia,Nestor Lakoba,799618550,Start
Abkhazia,Sumbat Saakian,805063877,Stub
Abkhazia,Shota Shamatava,718383950,Stub
Abkhazia,Bagrat Shinkuba,805775169,Start
Afghanistan,Laghman Province,778690357,Start
Afghanistan,Roqia Abubakr,779839643,Stub
Afghanistan,Sitara Achakzai,803055503,GA
Afghanistan,Khadija Ahrari,805920528,GA
Afghanistan,Rahila Bibi Kobra Alamshahi,717743144,Stub
Afghanistan,Shahla Ata,787347770,C
Afghanistan,Salamat Azimi,759405630,Start
Afghanistan,Shukria Barakzai,787258680,Start
Afghanistan,Delbar Nazari,805967589,B
Afghanistan,Maryam Durani,795223533,C
Afghanistan,Masuma Esmati-Wardak,779389809,Stub
Afghanistan,Frozan Fana,789039267,Stub
Afghanistan,Fauzia Gailani,799980094,C
Afghanistan,Husn Banu Ghazanfar,779389407,Stub
Afghanistan,Anarkali Kaur Honaryar,785284556,Start
Afghanistan,Malali Ishaqzai,789818730,Start
Afghanistan,Azra Jafari,802286319,Start
Afghanistan,Gul Haar Jalal,802280148,Stub
Afghanistan,Massouda Jalal,800128121,Start
Afghanistan,Seema Jowenda,793950185,C
Afghanistan,Malalai Joya,723736482,Stub
Afghanistan,Fariba Ahmadi Kakar,795919634,C
Afghanistan,Shinkai Karokhail,775966269,C
Afghanistan,Zeenat Karzai,800175991,Start
Afghanistan,Fawzia Koofi,755193428,Stub
Afghanistan,Zahera Ahmadyar Mawlayee,803018106,Stub
Afghanistan,Farida Momand,717733887,Stub
Afghanistan,Robina Muqimyar,786203824,Start
Afghanistan,Farkhunda Zahra Naderi,704938340,Start
Afghanistan,Anahita Ratebzad,694519009,Start
Afghanistan,Shah Gul Rezai,797072546,Start
Afghanistan,Zefnoon Safai,716814855,Stub
Afghanistan,Nilofar Sakhi,802029007,Start
Afghanistan,Sima Samar,721094337,Stub
Afghanistan,Habiba Sarobi,796975361,Start
Afghanistan,Shakiba Hashemi,795276759,C
Afghanistan,Sahira Sharif,798059926,C
Afghanistan,Sohaila Sharifi,803706243,Stub
Afghanistan,Malalai Shinwari,803775914,C
Afghanistan,Suhaila Seddiqi,803792380,C
Afghanistan,Suraya Dalil,803983131,GA
Afghanistan,Toorpekai,795268854,Stub
Afghanistan,Qadria Yazdanparast,797048177,C
Afghanistan,"List of candidates in the Afghan presidential election, 2009",795275238,Start
Afghanistan,Barakzai dynasty,795269744,Stub
Afghanistan,Durrani dynasty,804299877,GA
Afghanistan,Ali Shah Durrani,796930327,C
Afghanistan,Ayub Shah Durrani,797089185,C
Afghanistan,Mahmud Shah Durrani,800408372,C
Afghanistan,Shah Shujah Durrani,805924089,GA
Afghanistan,Abdur Rahman Khan,795276004,Start
Afghanistan,Ayub Khan (Emir of Afghanistan),791417213,Start
Afghanistan,Dost Mohammad Khan (Emir of Afghanistan),795282600,Stub
Afghanistan,Mohammad Afzal Khan,795275051,Start
Afghanistan,Mohammad Azam Khan,805957551,C
Afghanistan,Mohammad Yaqub Khan,806216425,GA
Afghanistan,Sher Ali Khan,795278213,Stub
Afghanistan,Wazir Akbar Khan,797153892,Stub
Afghanistan,Shuja Shah Durrani,795279646,GA
Afghanistan,Ghulam Muhammad Tarzi,805922525,Start
Afghanistan,Wazir Arsala Khan,798873145,Stub
Afghanistan,Abdul Qadir (Afghan leader),797157277,Stub
Afghanistan,Hafizullah Amin,797156968,Stub
Afghanistan,Haji Mohammad Chamkani,802320704,Start
Afghanistan,Abdul Rashid Dostum,803705974,B
Afghanistan,Abdul Rahim Hatif,795275279,Start
Afghanistan,Inayatullah Khan,804938633,C
Afghanistan,Habibullāh Kalakāni,795274242,C
Afghanistan,Babrak Karmal,805772298,GA
Afghanistan,Abdul Ahad Karzai,795287565,Start
Afghanistan,Habibullah Karzai,797155187,GA
Afghanistan,Amanullah Khan,770658277,Start
Afghanistan,Habibullah Khan,718384584,Start
Afghanistan,Mohammed Daoud Khan,796493730,C
Afghanistan,Ahmad Shah Massoud,792853350,Start
Afghanistan,Mohammad Mohaqiq,801436815,Start
Afghanistan,Sibghatullah Mojaddedi,795276435,Stub
Afghanistan,Mohammed Nadir Shah,795285982,C
Afghanistan,Musahiban,770239277,Stub
Afghanistan,Mohammad Najibullah,788520176,C
Afghanistan,Nasrullah Khan (Afghanistan),788684997,Start
Afghanistan,Abdul Qadir (Afghan communist),718384771,Stub
Afghanistan,Burhanuddin Rabbani,795276382,C
Afghanistan,Mohammed Zahir Shah,795283501,Stub
Afghanistan,Nur Muhammad Taraki,796569814,GA
Afghanistan,Soraya Tarzi,796885432,Stub
Afghanistan,Abdullah Abdullah,794072920,Stub
Afghanistan,Ramazan Bashardost,787914141,Start
Afghanistan,Ashraf Ghani,806245882,GA
Afghanistan,Ahmed Wali Karzai,796885985,C
Afghanistan,Azizullah Karzai,797074740,GA
Afghanistan,Hamid Karzai,722893996,Stub
Afghanistan,Presidency of Hamid Karzai,797002885,B
Afghanistan,Hekmat Karzai,789787876,Start
Afghanistan,Motasim Billah Mazhabi,806291544,C
Afghanistan,Zarar Ahmad Osmani,795282782,Start
Afghanistan,Salahuddin Rabbani,777525023,Stub
Afghanistan,Rangin Dadfar Spanta,772804054,Stub
Afghanistan,Mirwais Yasini,750561890,Start
Afghanistan,Alhaj Mutalib Baig,803811852,GA
Afghanistan,Arsala Rahmani Daulat,797673897,Start
Afghanistan,Abdul Haq (Afghan leader),794478106,GA
Afghanistan,Muhammad Ali Jalali,803762075,C
Afghanistan,Arsala Jamal,727899635,Stub
Afghanistan,Habibullah Jan,802550537,Start
Afghanistan,Sayed Mustafa Kazemi,749355761,Stub
Afghanistan,Abdul Samad Khaksar,795282116,C
Afghanistan,Mohammad Khaksar,741518574,Start
Afghanistan,Jan Mohammad Khan,710498813,Stub
Afghanistan,Mir Akbar Khyber,750347412,Start
Afghanistan,Abdul Sabur Farid Kohistani,780940202,Start
Afghanistan,Mohammed Islam Mohammadi,709439380,Stub
Afghanistan,Sayyed Mohammad Eqbal Munib,806029147,GA
Afghanistan,Mohammad Omar (Afghan governor),795283296,Start
Afghanistan,Abdul Rahman (Afghan minister),799046878,Stub
Afghanistan,Sahib Rahman,781002628,Start
Afghanistan,Mirwais Sadiq,797728695,Start
Afghanistan,Mohammad Daud Sultanzoy,805821343,GA
Afghanistan,Hakim Taniwal,802697878,B
Afghanistan,Abdullah Wardak,802320895,C
Afghanistan,Mohammed Hashim Watanwal,795280443,C
Afghanistan,Zabihullah (Balkh),718382045,Stub
Afghanistan,Hajji Muhammad Arif Zarif,800053449,C
Afghanistan,List of heads of state of Afghanistan,763083773,Stub
Afghanistan,List of rulers of Afghanistan,782271570,Stub
Afghanistan,Mohammed Omar,801632337,C
Afghanistan,Template:Monarchs of Afghanistan,793429853,Start
Afghanistan,Template:Presidents of Afghanistan,747783201,Stub
Afghanistan,Noorulah Delwari,795280683,Start
Afghanistan,Wahid Omar,540459929,Stub
Afghanistan,Template:Afghanistan-politician-stub,443496992,Stub
Afghanistan,Template:Afghanistan-diplomat-stub,394580295,Stub
Afghanistan,Template:Afghanistan-mayor-stub,781791356,Stub
Afghanistan,Munshi Abdul Majid,758302567,Stub
Afghanistan,Mohammad Bashir Qant Chah Abi,720586068,Stub
Afghanistan,Ghulam Qawis Abubaker,751150581,Stub
Afghanistan,Shah Waliullah Adeeb,739136660,Stub
Afghanistan,Tayyab Agha,787398553,Stub
Afghanistan,Baz Mohammad Ahmadi,777874646,Stub
Afghanistan,Qari Ahmadullah,787399854,Stub
Afghanistan,Amir Muhammad Akhundzada,787399889,Stub
Afghanistan,Abdul Qadir Alam,797216331,Start
Afghanistan,Mohammad Ishaq Aloko,731353196,Stub
Afghanistan,Mohammad Aman,788882411,Start
Afghanistan,List of ambassadors of Afghanistan,788851566,Stub
Afghanistan,Roohul Amin,671455150,Stub
Afghanistan,Khairullah Anosh,782663330,Start
Afghanistan,Abdul Malik Anwar,782271549,Stub
Afghanistan,Abdul Hadi Arghandiwal,797343976,Stub
Afghanistan,Delbar Jan Arman,703507854,Stub
Afghanistan,Ahmad Shah Khan Asakzai,749952986,Stub
Afghanistan,Ghulam Dastagir Azad,805473052,Start
Afghanistan,Humayun Azizi,761685512,Stub
Afghanistan,Mohammad Iqbal Azizi,752026068,Stub
Afghanistan,Badar,800555876,Start
Afghanistan,Jamaluddin Badr,780939867,Start
Afghanistan,Bashir Baghlani,731397902,Start
Afghanistan,Naeem Baloch,718052714,Stub
Afghanistan,Mohammad Akbar Barakzai,718002836,Stub
Afghanistan,Abdul Bagi Baryal,762527227,Stub
Afghanistan,Ahmad Behzad,749593657,Stub
Afghanistan,Faizanullah Faizan,781167880,Stub
Afghanistan,Khalid Farooqi,745190115,Start
Afghanistan,Sharif Fayez,781169029,Stub
Afghanistan,Abdul Ghani Ghani,765965877,Stub
Afghanistan,Ghulam Mohammad Ghobar,771055245,Stub
Afghanistan,Abdul Qadir Imami Ghori,750549549,Stub
Afghanistan,Mohammad Ghous,770905450,Start
Afghanistan,Sayed Mohammad Gulabzoy,783321773,Stub
Afghanistan,Ghulam Haider Hamidi,803686558,Stub
Afghanistan,Sayed Ahmad Haqbeen,780765630,Stub
Afghanistan,Mullah Mohammad Hasan,791077429,Stub
Afghanistan,Mohammad Hashim Khan,710066519,Start
Afghanistan,Sayed Abdul Karim Hashimi,804577359,Stub
Afghanistan,Shahnaz Himmeti,781002975,Stub
Afghanistan,Abdul Latif Ibrahimi,748594441,Stub
Afghanistan,Sultan Jan,715179680,Stub
Afghanistan,Said Mohammad Ali Jawid,752332885,Stub
Afghanistan,List of governors of Jowzjan,756609530,Start
Afghanistan,Mohammad Shakir Kargar,800127655,Start
Afghanistan,Naqibullah Orya Khail,717624594,Stub
Afghanistan,Azim Khan,780326218,Stub
Afghanistan,Kashmir Khan,729099380,Stub
Afghanistan,Musa Khan Ahmadzai,763438364,Stub
Afghanistan,Aamir Latif,708476182,Stub
Afghanistan,List of governors of Baghlan,790711812,Start
Afghanistan,Azizullah Lodin,739695950,Stub
Afghanistan,Atiqullah Ludin,781990193,Stub
Afghanistan,Ibrahim Malikzada,801936110,Stub
Afghanistan,Abdul Hafiz Mansoor,800455166,Stub
Afghanistan,Lutfullah Mashal,795022269,Stub
Afghanistan,Ahmad Wali Massoud,796060040,Stub
Afghanistan,Mohammed Alim Razm,781990452,Stub
Afghanistan,Mullah Ghani,742229423,Stub
Afghanistan,Abdul Sattar Murad,787914131,Start
Afghanistan,Abdul Karim Mustaghni,753124044,Stub
Afghanistan,Rahmatullah Nabil,764743041,Stub
Afghanistan,Abdul Jabbar Naeemi,742237237,Start
Afghanistan,Gholam Rabani Nasher,787408432,Stub
Afghanistan,Abdul Hai Neamati,721999414,Start
Afghanistan,Ghulam Faroq Nijrabi,766167980,Stub
Afghanistan,Hamidullah Niyazmand,789969188,Stub
Afghanistan,Abdul Qadir Nuristani,750535372,Start
Afghanistan,Mohammad Tamim Nuristani,748841875,Stub
Afghanistan,Qurban Ali Oruzgani,718882885,Stub
Afghanistan,Osman Osmani,755254358,Stub
Afghanistan,Abdul Rahman Pazhwak,805345658,Start
Afghanistan,Habibullah Qaderi,805454844,Stub
Afghanistan,Mohammed Qalamuddin,718364221,Stub
Afghanistan,Hamidullah Qalandarzai,805473670,Stub
Afghanistan,Ismail Qasim Yar,757538650,Stub
Afghanistan,Murad Quenili,785352771,Stub
Afghanistan,Mohammed Rafie,750544170,Start
Afghanistan,Sayed Anwar Rahmati,754262111,Stub
Afghanistan,Abdur Razzaq (Taliban Interior Minister),782271562,Stub
Afghanistan,Ghulam Hassan Safi,789234893,Start
Afghanistan,Hanifa Safi,775523762,Stub
Afghanistan,Mohammad Nabi Safi,798792201,Start
Afghanistan,Shah Mahmood Safi,757800105,Start
Afghanistan,Ahmad Khan Samangani,715926834,Stub
Afghanistan,Abdul Majid Samim,780939825,Stub
Afghanistan,Mohibullah Samim,786830658,Stub
Afghanistan,Nematullah Shahrani,671473289,Stub
Afghanistan,Burhanullah Shinwari,776933374,Stub
Afghanistan,Baktash Siawash,780566383,Stub
Afghanistan,Abdul Wahed Sorabi,787348558,Stub
Afghanistan,Ibrahim Spinzada,670462475,Stub
Afghanistan,Sultan Hamid Sultan,737761144,Stub
Afghanistan,Abdul Jabbar Taqwa,717366122,Stub
Afghanistan,Abdullah Khan Tarzi,795654542,Start
Afghanistan,Assadullah Wafa,801936928,Start
Afghanistan,Fazlullah Wahidi,797570527,Stub
Afghanistan,Abdul Ahad Wardak,715926905,Stub
Afghanistan,Abdul Qayum Wardak,772765313,Stub
Afghanistan,Zalmai Wesa,718250607,Stub
Afghanistan,Al-Haj Suliman Yari,791219668,Start
Afghanistan,Mohammad Hashim Zare,720125764,Stub
Afghanistan,Abdul Ghafar Lakanwal,787400308,C
Afghanistan,Majah Ha Adrif,801207685,Start
Afghanistan,Haroon al-Afghani,801589377,Stub
Afghanistan,Aziza Ahmadyar,723481980,Stub
Afghanistan,Mohammad Sarwar Ahmadzai,751299201,Start
Afghanistan,Daud Arsala,782848556,C
Afghanistan,Nasrullah Baryalai Arsalai,790315322,Start
Afghanistan,Mohammad Asim Asim,796615232,Stub
Afghanistan,Atiqullah Atifmal,767150678,Start
Afghanistan,Abdul Rahim Ayoubi,627547024,Stub
Afghanistan,Fareeda Kuchi Balkhi,795483379,Stub
Afghanistan,Ismail Balkhi,769025347,C
Afghanistan,Abdul Baqi Turkistani,802764676,Start
Afghanistan,Mohammad Ghous Bashiri,800356996,Start
Afghanistan,Jan Baz,748931106,Start
Afghanistan,Bashir Ahmad Bezan,731512019,C
Afghanistan,Rafiullah Bidar,794028379,Start
Afghanistan,Mohammad Siddiq Chakari,710715953,Stub
Afghanistan,Cheragh Ali Cheragh,799547310,Start
Afghanistan,Mohammad Fahim Dashty,766272734,Stub
Afghanistan,Muhammad Hashim Esmatullahi,782978230,Stub
Afghanistan,Ezatullah (Nangarhar),729386082,Start
Afghanistan,Aimal Faizi,798923237,GA
Afghanistan,Mohammad Nasim Faqiri,799013122,B
Afghanistan,Mohammad Nazar Faqiri (Baghlan 1955),780468605,Stub
Afghanistan,Ravan A. G. Farhâdi,706112927,Stub
Afghanistan,First Lady of Afghanistan,723709911,Start
Afghanistan,Sharif Ghalib,730949872,Stub
Afghanistan,Mohammed Zaman,781002810,Stub
Afghanistan,Hashmat Ghani Ahmadzai,783898506,Stub
Afghanistan,Mohammad Gul (Helmand Council),766309040,Start
Afghanistan,Abdullah Habibi,799467889,Stub
Afghanistan,Mohammad Shafiq Hamdam,777625464,Start
Afghanistan,Abdul Malik Hamwar,799023086,C
Afghanistan,Hazrat-U-Din,713113246,Stub
Afghanistan,Qutbuddin Hilal,789359940,Start
Afghanistan,Mahboba Hoqomal,718019701,Stub
Afghanistan,Musa Hotak,710004254,Stub
Afghanistan,Mirza Muhammad Ismail,755339031,C
Afghanistan,Sayed Jalal,746242701,Start
Afghanistan,Said Tayeb Jawad,755351182,Stub
Afghanistan,Faizullah Kakar,768137506,C
Afghanistan,Amin Karim,800049528,C
Afghanistan,Sayed Jalal Karim,726625715,Start
Afghanistan,Hafizullah Shabaz Khail,792790722,Start
Afghanistan,Massoud Khalili,801469201,B
Afghanistan,Mohammad Khan (athlete),804091843,Stub
Afghanistan,Samoud Khan,787396242,Stub
Afghanistan,Mahbob-U-lah Koshani,805226789,C
Afghanistan,Baran Khan Kudezai,717252806,Stub
Afghanistan,Razaq Mamoon,801927558,Stub
Afghanistan,Mohammad Daud Miraki,799215547,FA
Afghanistan,Syed Gulam Farooq Mirranay,722198152,Stub
Afghanistan,Mohammad Rauf Mehdi,804099373,Start
Afghanistan,Ali Mohammad,774502969,C
Afghanistan,Nasruddin Mohseni,759449241,Stub
Afghanistan,Zalmai Mojadidi,770448889,Stub
Afghanistan,Davood Moradian,787439788,Stub
Afghanistan,Ezatullah Mujahid,802515929,Stub
Afghanistan,Fazal Haq Mujahid,769061187,C
Afghanistan,Sardar Mohammad Nadir Naeem,782845346,C
Afghanistan,Muhammad Yunus Nawandish,805412290,Stub
Afghanistan,Enayatullah Nazari,759489824,Stub
Afghanistan,Zabih-U-llah Ghazi Noristani,777492192,Stub
Afghanistan,Mohammed Tahir Omar,718358491,Start
Afghanistan,Nasrin Oryakhil,718362588,Stub
Afghanistan,Ghulam Mohammad Rigi,801825901,Start
Afghanistan,Rouh Gul Khairzad,783717361,Stub
Afghanistan,Amrullah Saleh,717365624,Start
Afghanistan,Mohammed Zia Salehi,717921766,Start
Afghanistan,Saber Sangar,793152042,Stub
Afghanistan,Muhammad Arif Sarwari,718933282,Stub
Afghanistan,Sayed Nasim Mihanparast,799023841,Stub
Afghanistan,Sayed Yousuf Mirranay,799046977,Start
Afghanistan,Sayed Zafar Hashemi,796676748,Start
Afghanistan,Shafiqa Habibi,787352628,Start
Afghanistan,Shakila (Kabul),721524808,Start
Afghanistan,Awtar Singh,779084312,C
Afghanistan,Hasan Ali Sultani,751959879,Stub
Afghanistan,Faramarz Tamanna,712832121,Start
Afghanistan,Mohammad Hashem Taufiqui,799883653,C
Afghanistan,Nur ul-Haq Ulumi,748084336,Start
Afghanistan,Pacha Gul Wafadar,788030456,Stub
Afghanistan,Wahidullah Waissi,767427725,Stub
Afghanistan,Gul Ahmmad Yama,785150345,Start
Afghanistan,Abdul Salam Zaeef,755110536,Stub
Afghanistan,Abdul Zahir (Konar Education Minister),748224926,Stub
Afghanistan,Ziauddin (Afghan militia leader),791329143,C
Afghanistan,Qari Ziauddin,774179658,Stub
Afghanistan,Abdul Ghafor Zori,759778743,C
Albania,Ramiz Alia,800129584,Stub
Albania,Beqir Balluku,720408323,Start
Albania,Liri Belishova,802795569,GA
Albania,Gerti Bogdani,777492238,Stub
Albania,Gjergj Bojaxhi,718362010,Start
Albania,Endrit Braimllari,724355183,Start
Albania,Ylli Bufi,801335999,Start
Albania,Aldo Bumçi,790721310,Stub
Albania,Arta Dade,789270214,Start
Albania,Damian Gjiknuri,796899839,C
Albania,Klajda Gjosha,788427441,Start
Albania,Edmond Haxhinasto,789669686,Start
Albania,Arben Imami,799468585,Stub
Albania,Kastriot Islami,790232486,Stub
Albania,Teodor Keko,798614973,C
Albania,Abdyl Këllezi,788425897,C
Albania,Sali Kelmendi,800124910,Stub
Albania,Mimi Kodheli,789270134,Start
Albania,Monika Kryemadhi,787078197,Stub
Albania,Besim Kuka,802469110,GA
Albania,Mirela Kumbaro,789270155,Start
Albania,Valentina Leskaj,802847173,C
Albania,Pandeli Majko,802438001,C
Albania,Ledina Mandia,802841606,GA
Albania,Rexhep Meidani,741807048,Stub
Albania,Aleksandër Meksi,802469085,Start
Albania,Tahir Muhedini,783768403,Stub
Albania,Prokop Murra,805073920,C
Albania,Fatos Nano,797777699,Start
Albania,Hysen Osmanaj,800805646,Start
Albania,Edmond Panariti,736756585,Stub
Albania,Gramoz Pashko,789817187,C
Albania,Avenir Peka,762839278,Start
Albania,Genc Pollo,799468712,Start
Albania,Ferdinand Poni,781947581,Stub
Albania,Edi Rama,789818753,Stub
Albania,Avni Rrustemi,802161072,Start
Albania,Genc Ruli,798618825,Start
Albania,Njazi Kosovrasti,791679071,Start
Albania,Gent Strazimiri,792801328,Start
Albania,Dëshira Subashi,790924186,Start
Albania,Jorida Tabaku,800117926,Start
Albania,Myqerem Tafaj,799468736,Start
Albania,Saimir Tahiri,805829565,Start
Albania,Bamir Topi,788182525,Start
Albania,Abdi Toptani,805159843,Start
Albania,Essad Pasha Toptani,755145396,Stub
Albania,Murat Toptani,804514843,Start
Albania,Olta Xhaçka,802380908,Start
Albania,Klement Zguri,789272024,C
Albania,List of Ministers of Foreign Affairs of Albania,788611790,Stub
Albania,Ledina Aliolli,802133891,Start
Albania,Majlinda Bregu,805804373,Stub
Albania,Rajmonda Bulku,781968923,Stub
Albania,Lenka Çuko,789270463,Stub
Albania,Mesila Doda,776842295,C
Albania,Grida Duma,799468489,Stub
Albania,Fiqirete Shehu,757544660,Stub
Albania,Adriana Gjonaj,789818937,Stub
Albania,Mimoza Hafizi,749829018,Start
Albania,Paulina Hoti,800811950,Stub
Albania,Nexhmije Hoxha,802437777,C
Albania,Floida Kërpaçi,790378063,Stub
Albania,Musine Kokalari,788180585,Stub
Albania,Reme Lala,802437825,Start
Albania,Lindita Nikolla,791318784,Start
Albania,Orjola Pampuri,788182881,Start
Albania,Lajla Pernaska,788182918,Stub
Albania,Jozefina Topalli,788182495,Stub
Albania,Arenca Trashani,802930966,C
Albania,Albana Vokshi,786220507,Start
Albania,Abdullah Pashe Taushani,699674395,Stub
Albania,Fejzi Alizoti,805157015,Stub
Albania,Dhimitër Beratti,789270092,Start
Albania,Kostandin Boshnjaku,803638786,Start
Albania,Luigj Bumçi,791836458,C
Albania,Pandeli Cale,802437851,Start
Albania,Avni bej Delvina,799644994,Start
Albania,Vehbi Dibra,791693230,C
Albania,Prenk Bib Doda,786975664,C
Albania,Hasan Dosti,786628383,C
Albania,Ferhat Bey Draga,789270814,Start
Albania,Aqif Pasha Elbasani,779725350,Stub
Albania,Kristo Floqi,801084884,Stub
Albania,Mehdi Frashëri,790720159,Start
Albania,Veli Gërra,788182293,Stub
Albania,Veli Harxhi,790720559,C
Albania,Dervish Hima,790720433,Start
Albania,Hysen Hoxha,788250379,Stub
Albania,Dhimitër Ilo,798610427,C
Albania,Nikollë Kaçorri,802444424,C
Albania,Zihni Abaz Kanina,797116789,Start
Albania,Qemal Karaosmani,799304187,Start
Albania,Babë Dud Karbunara,799467293,Stub
Albania,Mahmud Efendi Kaziu,799450784,Start
Albania,Veli Këlcyra,786199183,Stub
Albania,Kristo Kirka,790719984,Start
Albania,Qazim Kokoshi,788182602,Stub
Albania,Sotir Kolea,802437823,Start
Albania,Mehmet Konica,799695433,Stub
Albania,Ahmet Koronica,745805099,Start
Albania,Idhomene Kosturi,790208674,Start
Albania,Ismet Bey Kryeziu,788889966,Start
Albania,Myfid bej Libohova,789270784,Start
Albania,Tefik Mborja,788890514,Stub
Albania,Kristo Meksi,802437830,Start
Albania,Feim Mezhgorani,788182587,Stub
Albania,Qazim Mulleti,797855253,C
Albania,Behxhet Nepravishta,796896129,Start
Albania,Sali Nivica,788180240,Stub
Albania,Zyhdi Ohri,778418380,Start
Albania,Jani Papadhopulli,802442569,Stub
Albania,Sotir Peçi,802437953,Start
Albania,Petro Poga,802438008,Start
Albania,Hasan Prishtina,802437918,Stub
Albania,Kadri Prishtina,796600327,Start
Albania,Aristidh Ruci,791415808,Start
Albania,Nuri Sojliu,795321320,GA
Albania,Ibrahim Temo,802438004,Start
Albania,Mihal Turtulli,782099774,C
Albania,Dhimitër Tutulani,789270614,Stub
Albania,Sejfi Vllamasi,803812055,Start
Albania,Syrja Vlora,751432945,Stub
Albania,Zyhdi Vlora,789270021,Start
Albania,Ferit Vokopola,802444443,C
Albania,Sulejman Vokshi,789270004,Start
Albania,Aziz Vrioni,801554031,Start
Albania,Qemal Bey Vrioni,788181008,Stub
Albania,Sami Bey Vrioni,802437935,Start
Albania,Salih Bey Vuçitërni,802444467,Stub
Albania,Mahmud Xhelaledini,764898690,Stub
Albania,Dritëro Agolli,796371886,Start
Albania,Ali Ahmeti,789269944,Start
Albania,Ali Asllani,747064542,Stub
Albania,Muho Asllani,802437981,Stub
Albania,Olsi Baze,749473060,Stub
Albania,Besnik Bekteshi,789270096,Start
Albania,Nafiz Bezhani,789270087,Start
Albania,Bilbil Klosi,790720862,Start
Albania,Gëzim Boçari,798292485,Start
Albania,Xhemal Bushati,789270464,C
Albania,Hito Çako,802438011,Start
Albania,Foto Çami,791694358,Start
Albania,Adil Çarçani,790721337,Start
Albania,Costa Chekrezi,751070415,Start
Albania,Hajredin Çeliku,802438016,Start
Albania,Vangjel Çërrava,802438013,C
Albania,Maksim Cikuli,788910415,Start
Albania,Ramadan Çitaku,747887240,Start
Albania,Riza Dani,789270517,Start
Albania,Thoma Deliana,749828657,Start
Albania,Adem Demaçi,802444462,Start
Albania,Pirro Dodbiba,750648438,Start
Albania,Sokrat Dodbiba,789270025,Start
Albania,Petro Dode,789269991,Start
Albania,Ajdin Draga,802437920,Stub
Albania,Petrit Dume,788182594,Stub
Albania,Gjergj Fishta,789451460,Start
Albania,Midhat Frashëri,750544980,Stub
Albania,Llambi Gegprifti,752913381,Start
Albania,Lefter Goga,795293112,C
Albania,Mihal Grameno,798610685,Start
Albania,Anton Harapi,798610693,C
Albania,Kadri Hazbiu,783769131,Stub
Albania,Hekuran Isai,802442709,Start
Albania,Vito Kapo,789948931,Start
Albania,Bajram Kelmendi,802740752,GA
Albania,Avni Klinaku,757354231,Stub
Albania,Pirro Kondi,723561468,Start
Albania,Ceno Bey Kryeziu,805873702,Start
Albania,Teodor Laço,789270602,Start
Albania,"Leka I, Crown Prince of Albania",769689871,Start
Albania,Haxhi Lleshi,789270185,Start
Albania,Shkelzen Maliqi,774573300,Stub
Albania,Ermelinda Meksi,770035856,Stub
Albania,Qirjako Mihali,763731518,Start
Albania,Pali Miska,692123101,Stub
Albania,Ndre Mjeda,789270161,C
Albania,Kiço Mustaqi,798552371,C
Albania,Manush Myftiu,805298454,Start
Albania,Kiço Ngjela,750637295,Start
Albania,Fan S. Noli,756676475,Stub
Albania,Josif Pashko,789270579,Start
Albania,Dhimitër Pasko,789270148,Stub
Albania,Pilo Peristeri,798617596,C
Albania,Myslim Peza,782089225,Start
Albania,Mihal Prifti,805535874,C
Albania,Sylejman Selimi,789270480,Start
Albania,Feçor Shehu,803818094,Stub
Albania,Medar Shtylla,798610664,B
Albania,Dhimitër Shuteriqi,804736157,C
Albania,Nako Spiru,785021038,Stub
Albania,Koço Theodhosi,790107288,Start
Albania,Haki Toska,788819297,C
Albania,Misto Treska,766524458,Stub
Albania,Kolë Tromara,805810754,Start
Albania,Eqrem Vlora,790240137,Start
Albania,Isuf Vrioni,756676581,Stub
Albania,Mihal Zallari,789270455,Start
Albania,Enkelejd Alibeaj,789270521,Start
Albania,Ndriçim Babasi,761708375,Start
Albania,Ilir Bano,789270450,C
Albania,Kosta Barka,803420950,C
Albania,Lulzim Basha,800150501,Start
Albania,Fatos Beja,801939407,Start
Albania,Ilir Beqaj,758633802,Start
Albania,Sali Berisha,789818165,Stub
Albania,Fatmir Besimi,756676145,Stub
Albania,Ben Blushi,789610969,C
Albania,Luçiano Boçi,790016758,Start
Albania,Ridvan Bode,756676226,Stub
Albania,Astrit Bushati,770033843,Stub
Albania,Ditmir Bushati,756676244,Stub
Albania,Aurel Bylykbashi,786498223,Start
Albania,Igli Cara,756676271,Stub
Albania,Kreshnik Çipi,805176809,Stub
Albania,Rrahim Çota,804882538,C
Albania,Leonard Demi,794083377,Start
Albania,Gëzim Dibra,756676301,Stub
Albania,Namik Dokle,783769001,Start
Albania,Tom Doshi,757341340,Stub
Albania,Vangjel Dule,798133285,C
Albania,Besnik Dushaj,785365028,Stub
Albania,Bashkim Fino,757354413,Stub
Albania,Jemin Gjana,792258578,Stub
Albania,Gjok Uldedaj,757856073,Stub
Albania,Ilir Gjoni,767275757,Stub
Albania,Viktor Gumi,759665935,Stub
Albania,Eduard Halimi,756676400,Stub
Albania,Sybi Hida,783776796,Stub
